Clave,Longitud,Latitud,Nombre,comid
EV20000101,-74.577015,-2.749342,EV20000101,620654028
EV20000102,-71.262161,-2.659993,EV20000102,620976008
EV20000103,-73.227843,-2.374076,EV20000103,620938840
EV20000104,-75.122045,-2.284727,EV20000104,620074708
EV20000105,-74.630624,-2.079224,EV20000105,620930569
EV20000106,-75.58666,-1.9452,EV20000106,620838369
EV20000107,-73.951571,-1.837981,EV20000107,620952571
EV20000108,-74.62169,-1.498454,EV20000108,620997959
EV20000109,-74.174944,-1.346561,EV20000109,620572769
EV20000110,-74.523405,-0.935554,EV20000110,620991051
EV20000111,-74.880802,-0.524548,EV20000111,620688307
